employeeID,risk
0,0.3428004809635973
1,0.1671697505466865
2,0.6498725819132359
3,0.18591228044484925
4,0.3505745723550209
5,0.31637973563317473
6,0.6513682405066867
7,0.09758756883995848
8,0.11190708185332568
9,0.3101891948356413
10,0.28745896526414944
11,0.6454407248157438
12,0.1291935087079437
13,0.3193877186818897
14,0.3616250990572063
15,0.34342581050473603
16,0.2834974413074783
17,0.18308957557560895
18,0.285757128196974
19,0.1652545106592578
20,0.6467095589440935
21,0.34405168358229
22,0.6708646758226826
23,0.2816012077486777
24,0.32628476573386034
25,0.1097201039916473
26,0.13613342265299444
27,0.32384990932155266
28,0.313984346184896
29,0.3409277704821713
30,0.6503415166510235
31,0.28916683430716456
32,0.32506615577341424
33,0.2880275860635632
34,0.14786547767066005
35,0.6620011965027301
36,0.3384385347506628
37,0.2851911942526075
38,0.6505036186089228
39,0.3187849075683997
40,0.1160372918607942
41,0.28406134984383985
42,0.3220299970036445
43,0.6532559995553056
44,0.6671785617554581
45,0.10634907784240738
46,0.3275057272834583
47,0.3106814529152836
48,0.32689495330961515
49,0.2988079451247775
50,0.5437522589168811
51,0.2956948017962747
52,0.34405168358229
53,0.3351098259650434
54,0.6607584730222713
55,0.346794038731195
56,0.6536508651731736
57,0.6538841860082291
58,0.34342581050473603
59,0.12752611095085126
60,0.12477358004235448
61,0.653022479961557
62,0.6996304729115866
63,0.3616250990572063
64,0.6536508651731736
65,0.11625429612412905
66,0.302892971503951
67,0.12526208895725066
68,0.1641095280159678
69,0.30055480013914315
70,0.13484577429706834
71,0.6597449577093932
72,0.2846259344789726
73,0.665945268288731
74,0.6555328006973662
75,0.6441698410289239
76,0.6551389486572718
77,0.32689495330961515
78,0.30406590640532555
79,0.3363473242688484
80,0.28745896526414944
81,0.3403046319743959
82,0.10384164839273688
83,0.14716766770449202
84,0.6428969222261729
85,0.6492410202067295
86,0.5533580770304007
87,0.2899496277982803
88,0.3537394360639979
89,0.6526272786591532
90,0.3244577363685848
91,0.11190708185332568
92,0.3072287377254944
93,0.2804800051372929
94,0.6634718740083891
95,0.34994316371604706
96,0.6513682405066867
97,0.6557655214075513
98,0.6555328006973662
99,0.1258713614895438
100,0.3421756966547998
101,0.3590670751731235
102,0.3060489676313557
103,0.6702517665677865
104,0.3017225995592286
105,0.5474081279659446
106,0.10474259502735164
107,0.2928139586424187
108,0.16655619177673064
109,0.32384990932155266
110,0.2988079451247775
111,0.6647097014454311
112,0.3017225995592286
113,0.10720593313414176
114,0.13171121262357566
115,0.3480520980409781
116,0.07172345646136645
117,0.6473432028406682
118,0.3537394360639979
119,0.3220299970036445
120,0.6070779285993309
121,0.3220299970036445
122,0.20077100236127252
123,0.6852317848457395
124,0.2771327949749243
125,0.6523935609525596
126,0.3403046319743959
127,0.19828524110899198
128,0.6628521165937278
129,0.3461658096630673
130,0.6551389486572718
131,0.3453050535272682
132,0.10827278482588322
133,0.29338881058481164
134,0.3577910517190683
135,0.5089843319038463
136,0.6557655214075513
137,0.3072287377254944
138,0.18021036318764294
139,0.1803626939860249
140,0.6714770042416693
141,0.28689101468928785
142,0.6448055382170608
143,0.3474228021042253
144,0.13139423819259294
145,0.313984346184896
146,0.16640589146428214
147,0.6492410202067295
148,0.12795009549032324
149,0.3326416295232432
150,0.6517641098894219
151,0.28859687608218976
152,0.3505745723550209
153,0.32567516605724645
154,0.3314109567999257
155,0.6448055382170608
156,0.1360122482384197
157,0.6523935609525596
158,0.3326416295232432
159,0.28237165633466765
160,0.662621721967421
161,0.12526208895725066
162,0.285757128196974
163,0.15046776475483048
164,0.10800520066276156
165,0.6473432028406682
166,0.30347911918778403
167,0.4881789257559233
168,0.4761456262778533
169,0.28916683430716456
170,0.14462569252733587
171,0.313984346184896
172,0.6435336350850904
173,0.658266382044077
174,0.1587622144400311
175,0.20477750045531326
176,0.31518081261262765
177,0.3409277704821713
178,0.34994316371604706
179,0.6858299017329388
180,0.32263603817888503
181,0.6557655214075513
182,0.11163164031827497
183,0.6448055382170608
184,0.3609848506647947
185,0.3220299970036445
186,0.6647097014454311
187,0.3220299970036445
188,0.35247193364556295
189,0.29338881058481164
190,0.6986801318595437
191,0.1142310238868633
192,0.176550800055596
193,0.6628521165937278
194,0.11053579506905473
195,0.6616109224887451
196,0.4402922873313545
197,0.6601362782947522
198,0.6588902311398978
199,0.18658912659020685
200,0.1035445142660999
201,0.3326416295232432
202,0.16950762237565106
203,0.6613801129741768
204,0.13535536295595288
205,0.3409277704821713
206,0.16396817822015422
207,0.15454534388940344
208,0.2928139586424187
209,0.3421756966547998
210,0.29822695653956804
211,0.3326416295232432
212,0.11564754741338015
213,0.2829342098226607
214,0.32628476573386034
215,0.3584288128441931
216,0.35651704051992245
217,0.10773819790557776
218,0.30230746456117225
219,0.10837234578601934
220,0.6557655214075513
221,0.3493122806056759
222,0.34994316371604706
